Mes,Día 1,Día 2,Día 3,Día 4,Día 5,Día 6,Día 7,Día 8,Día 9,Día 10,Día 11,Día 12,Día 13,Día 14,Día 15,Día 16,Día 17,Día 18,Día 19,Día 20,Día 21,Día 22,Día 23,Día 24,Día 25,Día 26,Día 27,Día 28,Día 29,Día 30,Día 31
Mes 1,26,36,31,67,34,46,95,34,58,7,80,87,56,62,98,19,54,86,97,8,48,0,61,71,56,30,1,7,40,47,29
Mes 2,50,43,65,23,32,27,10,90,1,50,26,53,89,98,54,16,15,93,47,32,99,36,34,18,90,55,1,32
Mes 3,71,60,65,94,54,34,59,0,56,52,88,82,91,68,80,42,97,89,12,14,39,59,66,59,38,19,88,57,83,89,88
Mes 4,44,59,64,70,91,45,80,94,40,64,37,57,58,96,70,75,45,95,100,22,10,4,12,87,22,70,7,89,0,16
Mes 5,77,29,40,37,66,67,50,20,93,29,33,78,98,21,91,87,96,67,60,87,30,67,48,8,35,41,2,67,64,88,68
Mes 6,75,7,10,27,93,68,4,33,18,51,72,24,14,30,16,40,38,62,93,90,87,2,46,88,74,87,65,1,82,53
Mes 7,89,12,79,31,0,85,55,20,10,63,63,35,1,38,92,34,89,99,99,46,37,66,49,94,65,75,5,32,65,48,0
Mes 8,90,11,2,63,53,85,75,83,27,23,51,25,77,64,22,92,26,22,75,59,40,24,42,56,53,78,82,27,45,17,69
Mes 9,21,74,41,96,61,38,23,18,66,27,86,43,22,56,72,52,27,58,28,57,9,55,92,34,35,49,43,33,52,80
Mes 10,4,52,100,81,67,0,99,73,58,45,81,88,57,40,64,57,96,38,86,76,38,19,1,29,15,6,14,10,62,32,59
Mes 11,49,83,62,26,61,56,35,27,41,100,24,62,87,53,92,25,92,73,3,21,58,64,3,43,89,35,85,22,48,91
Mes 12,17,7,39,15,29,99,10,42,90,72,75,83,98,94,56,42,47,95,81,35,34,4,51,54,33,31,92,88,1,41,23
